"","Source","Target","Weight"
"1615","Q4663389","Q4664109",57
"1616","Q4663389","Q4994848",63
"1617","Q4663389","Q55386965",50
"1618","Q4663389","Q642335",67
"1619","Q4663389","Q79951",69
"1620","Q4663389","Q9276887",17
"1621","Q4663903","Q4663914",48
"1622","Q4663903","Q4663933",22
"1623","Q4663903","Q4663944",25
"1624","Q4663903","Q4663975",40
"1625","Q4663903","Q4663994",35
"1626","Q4663903","Q4664011",57
"1627","Q4663903","Q4664090",37
"1628","Q4663903","Q4664109",50
"1629","Q4663903","Q4994848",61
"1630","Q4663903","Q55386965",47
"1631","Q4663903","Q642335",58
"1632","Q4663903","Q79951",57
"1633","Q4663903","Q9276887",14
"1634","Q4663914","Q4663933",26
"1635","Q4663914","Q4663944",28
"1636","Q4663914","Q4663975",42
"1637","Q4663914","Q4663994",41
"1638","Q4663914","Q4664011",61
"1639","Q4663914","Q4664090",37
"1640","Q4663914","Q4664109",55
"1641","Q4663914","Q4994848",63
"1642","Q4663914","Q55386965",52
"1643","Q4663914","Q642335",66
"1644","Q4663914","Q79951",67
"1645","Q4663914","Q9276887",18
"1646","Q4663933","Q4663944",19
"1647","Q4663933","Q4663975",24
"1648","Q4663933","Q4663994",25
"1649","Q4663933","Q4664011",26
"1650","Q4663933","Q4664090",21
"1651","Q4663933","Q4664109",25
"1652","Q4663933","Q4994848",27
"1653","Q4663933","Q55386965",24
"1654","Q4663933","Q642335",26
"1655","Q4663933","Q79951",26
"1656","Q4663933","Q9276887",13
"1657","Q4663944","Q4663975",27
"1658","Q4663944","Q4663994",26
"1659","Q4663944","Q4664011",30
"1660","Q4663944","Q4664090",26
"1661","Q4663944","Q4664109",25
"1662","Q4663944","Q4994848",29
"1663","Q4663944","Q55386965",29
"1664","Q4663944","Q642335",29
"1665","Q4663944","Q79951",29
"1666","Q4663944","Q9276887",11
"1667","Q4663975","Q4663994",32
"1668","Q4663975","Q4664011",44
"1669","Q4663975","Q4664090",33
"1670","Q4663975","Q4664109",40
"1671","Q4663975","Q4994848",46
"1672","Q4663975","Q55386965",42
"1673","Q4663975","Q642335",46
"1674","Q4663975","Q79951",45
"1675","Q4663975","Q9276887",13
"1676","Q4663994","Q4664011",45
"1677","Q4663994","Q4664090",30
"1678","Q4663994","Q4664109",40
"1679","Q4663994","Q4994848",43
"1680","Q4663994","Q55386965",36
"1681","Q4663994","Q642335",45
"1682","Q4663994","Q79951",43
"1683","Q4663994","Q9276887",16
"1684","Q4664011","Q4664090",46
"1685","Q4664011","Q4664109",65
"1686","Q4664011","Q4994848",82
"1687","Q4664011","Q55386965",54
"1688","Q4664011","Q642335",79
"1689","Q4664011","Q79951",72
"1690","Q4664011","Q9276887",18
"1691","Q4664090","Q4664109",41
"1692","Q4664090","Q4994848",45
"1693","Q4664090","Q55386965",39
"1694","Q4664090","Q642335",45
"1695","Q4664090","Q79951",45
"1696","Q4664090","Q9276887",12
"1697","Q4664109","Q4994848",68
"1698","Q4664109","Q55386965",49
"1699","Q4664109","Q642335",69
"1700","Q4664109","Q79951",65
"1701","Q4664109","Q9276887",17
"1702","Q4994848","Q55386965",56
"1703","Q4994848","Q642335",82
"1704","Q4994848","Q79951",74
"1705","Q4994848","Q9276887",17
"1706","Q55386965","Q642335",58
"1707","Q55386965","Q79951",58
"1708","Q55386965","Q9276887",14
"1709","Q642335","Q79951",79
"1710","Q642335","Q9276887",17
"1711","Q79951","Q9276887",17
