lang,QID,policy_name_en,category,policy_type
sh,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
simple,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
si,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
sk,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
sr,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
sv,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
ta,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
te,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
th,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
tr,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
uk,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
ur,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
vi,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
zh-classical,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
zh-yue,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
zh,Q4657367,Wikipedia:Please do not bite the newcomers,Behavioral,Guideline
ar,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ary,Q4759272,Wikipedia:Edit warring,Conduct,Policy
arz,Q4759272,Wikipedia:Edit warring,Conduct,Policy
as,Q4759272,Wikipedia:Edit warring,Conduct,Policy
azb,Q4759272,Wikipedia:Edit warring,Conduct,Policy
az,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ba,Q4759272,Wikipedia:Edit warring,Conduct,Policy
be-tarask,Q4759272,Wikipedia:Edit warring,Conduct,Policy
be,Q4759272,Wikipedia:Edit warring,Conduct,Policy
bg,Q4759272,Wikipedia:Edit warring,Conduct,Policy
bn,Q4759272,Wikipedia:Edit warring,Conduct,Policy
bs,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ca,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ckb,Q4759272,Wikipedia:Edit warring,Conduct,Policy
da,Q4759272,Wikipedia:Edit warring,Conduct,Policy
de,Q4759272,Wikipedia:Edit warring,Conduct,Policy
diq,Q4759272,Wikipedia:Edit warring,Conduct,Policy
el,Q4759272,Wikipedia:Edit warring,Conduct,Policy
en,Q4759272,Wikipedia:Edit warring,Conduct,Policy
eo,Q4759272,Wikipedia:Edit warring,Conduct,Policy
es,Q4759272,Wikipedia:Edit warring,Conduct,Policy
fa,Q4759272,Wikipedia:Edit warring,Conduct,Policy
fi,Q4759272,Wikipedia:Edit warring,Conduct,Policy
fr,Q4759272,Wikipedia:Edit warring,Conduct,Policy
gl,Q4759272,Wikipedia:Edit warring,Conduct,Policy
he,Q4759272,Wikipedia:Edit warring,Conduct,Policy
hr,Q4759272,Wikipedia:Edit warring,Conduct,Policy
hu,Q4759272,Wikipedia:Edit warring,Conduct,Policy
hy,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ia,Q4759272,Wikipedia:Edit warring,Conduct,Policy
id,Q4759272,Wikipedia:Edit warring,Conduct,Policy
is,Q4759272,Wikipedia:Edit warring,Conduct,Policy
it,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ja,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ka,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ko,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ks,Q4759272,Wikipedia:Edit warring,Conduct,Policy
lt,Q4759272,Wikipedia:Edit warring,Conduct,Policy
mk,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ml,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ms,Q4759272,Wikipedia:Edit warring,Conduct,Policy
nl,Q4759272,Wikipedia:Edit warring,Conduct,Policy
no,Q4759272,Wikipedia:Edit warring,Conduct,Policy
pl,Q4759272,Wikipedia:Edit warring,Conduct,Policy
pt,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ru,Q4759272,Wikipedia:Edit warring,Conduct,Policy
se,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sh,Q4759272,Wikipedia:Edit warring,Conduct,Policy
simple,Q4759272,Wikipedia:Edit warring,Conduct,Policy
si,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sl,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sq,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sr,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sv,Q4759272,Wikipedia:Edit warring,Conduct,Policy
sw,Q4759272,Wikipedia:Edit warring,Conduct,Policy
te,Q4759272,Wikipedia:Edit warring,Conduct,Policy
th,Q4759272,Wikipedia:Edit warring,Conduct,Policy
tr,Q4759272,Wikipedia:Edit warring,Conduct,Policy
tt,Q4759272,Wikipedia:Edit warring,Conduct,Policy
uk,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ur,Q4759272,Wikipedia:Edit warring,Conduct,Policy
vi,Q4759272,Wikipedia:Edit warring,Conduct,Policy
yi,Q4759272,Wikipedia:Edit warring,Conduct,Policy
zh-yue,Q4759272,Wikipedia:Edit warring,Conduct,Policy
zh,Q4759272,Wikipedia:Edit warring,Conduct,Policy
ar,Q4048674,Revision suppression,Deletion,Policy
ary,Q4048674,Revision suppression,Deletion,Policy
arz,Q4048674,Revision suppression,Deletion,Policy
azb,Q4048674,Revision suppression,Deletion,Policy
az,Q4048674,Revision suppression,Deletion,Policy
bew,Q4048674,Revision suppression,Deletion,Policy
bh,Q4048674,Revision suppression,Deletion,Policy
bjn,Q4048674,Revision suppression,Deletion,Policy
bn,Q4048674,Revision suppression,Deletion,Policy
cs,Q4048674,Revision suppression,Deletion,Policy
de,Q4048674,Revision suppression,Deletion,Policy
en,Q4048674,Revision suppression,Deletion,Policy
es,Q4048674,Revision suppression,Deletion,Policy
fa,Q4048674,Revision suppression,Deletion,Policy
fi,Q4048674,Revision suppression,Deletion,Policy
fr,Q4048674,Revision suppression,Deletion,Policy
he,Q4048674,Revision suppression,Deletion,Policy
hi,Q4048674,Revision suppression,Deletion,Policy
hr,Q4048674,Revision suppression,Deletion,Policy
id,Q4048674,Revision suppression,Deletion,Policy
ig,Q4048674,Revision suppression,Deletion,Policy
it,Q4048674,Revision suppression,Deletion,Policy
ja,Q4048674,Revision suppression,Deletion,Policy
km,Q4048674,Revision suppression,Deletion,Policy
ko,Q4048674,Revision suppression,Deletion,Policy
ksh,Q4048674,Revision suppression,Deletion,Policy
ne,Q4048674,Revision suppression,Deletion,Policy
nl,Q4048674,Revision suppression,Deletion,Policy
pl,Q4048674,Revision suppression,Deletion,Policy
pt,Q4048674,Revision suppression,Deletion,Policy
roa-tara,Q4048674,Revision suppression,Deletion,Policy
ro,Q4048674,Revision suppression,Deletion,Policy
ru,Q4048674,Revision suppression,Deletion,Policy
simple,Q4048674,Revision suppression,Deletion,Policy
si,Q4048674,Revision suppression,Deletion,Policy
sr,Q4048674,Revision suppression,Deletion,Policy
sv,Q4048674,Revision suppression,Deletion,Policy
th,Q4048674,Revision suppression,Deletion,Policy
tr,Q4048674,Revision suppression,Deletion,Policy
uk,Q4048674,Revision suppression,Deletion,Policy
uz,Q4048674,Revision suppression,Deletion,Policy
vi,Q4048674,Revision suppression,Deletion,Policy
zh,Q4048674,Revision suppression,Deletion,Policy
af,Q4654593,Wikipedia:Civility,Conduct,Policy
ar,Q4654593,Wikipedia:Civility,Conduct,Policy
arz,Q4654593,Wikipedia:Civility,Conduct,Policy
as,Q4654593,Wikipedia:Civility,Conduct,Policy
azb,Q4654593,Wikipedia:Civility,Conduct,Policy
az,Q4654593,Wikipedia:Civility,Conduct,Policy
be-tarask,Q4654593,Wikipedia:Civility,Conduct,Policy
be,Q4654593,Wikipedia:Civility,Conduct,Policy
bg,Q4654593,Wikipedia:Civility,Conduct,Policy
bn,Q4654593,Wikipedia:Civility,Conduct,Policy
ce,Q4654593,Wikipedia:Civility,Conduct,Policy
ckb,Q4654593,Wikipedia:Civility,Conduct,Policy
cs,Q4654593,Wikipedia:Civility,Conduct,Policy
cy,Q4654593,Wikipedia:Civility,Conduct,Policy
el,Q4654593,Wikipedia:Civility,Conduct,Policy
en,Q4654593,Wikipedia:Civility,Conduct,Policy
eo,Q4654593,Wikipedia:Civility,Conduct,Policy
es,Q4654593,Wikipedia:Civility,Conduct,Policy
fa,Q4654593,Wikipedia:Civility,Conduct,Policy
fi,Q4654593,Wikipedia:Civility,Conduct,Policy
fr,Q4654593,Wikipedia:Civility,Conduct,Policy
gan,Q4654593,Wikipedia:Civility,Conduct,Policy
gl,Q4654593,Wikipedia:Civility,Conduct,Policy
hu,Q4654593,Wikipedia:Civility,Conduct,Policy
hy,Q4654593,Wikipedia:Civility,Conduct,Policy
id,Q4654593,Wikipedia:Civility,Conduct,Policy
ilo,Q4654593,Wikipedia:Civility,Conduct,Policy
ja,Q4654593,Wikipedia:Civility,Conduct,Policy
ka,Q4654593,Wikipedia:Civility,Conduct,Policy
kk,Q4654593,Wikipedia:Civility,Conduct,Policy
ko,Q4654593,Wikipedia:Civility,Conduct,Policy
lt,Q4654593,Wikipedia:Civility,Conduct,Policy
min,Q4654593,Wikipedia:Civility,Conduct,Policy
mk,Q4654593,Wikipedia:Civility,Conduct,Policy
ml,Q4654593,Wikipedia:Civility,Conduct,Policy
ms,Q4654593,Wikipedia:Civility,Conduct,Policy
nl,Q4654593,Wikipedia:Civility,Conduct,Policy
no,Q4654593,Wikipedia:Civility,Conduct,Policy
pt,Q4654593,Wikipedia:Civility,Conduct,Policy
ro,Q4654593,Wikipedia:Civility,Conduct,Policy
ru,Q4654593,Wikipedia:Civility,Conduct,Policy
sco,Q4654593,Wikipedia:Civility,Conduct,Policy
sh,Q4654593,Wikipedia:Civility,Conduct,Policy
simple,Q4654593,Wikipedia:Civility,Conduct,Policy
sk,Q4654593,Wikipedia:Civility,Conduct,Policy
sl,Q4654593,Wikipedia:Civility,Conduct,Policy
so,Q4654593,Wikipedia:Civility,Conduct,Policy
sq,Q4654593,Wikipedia:Civility,Conduct,Policy
sr,Q4654593,Wikipedia:Civility,Conduct,Policy
sv,Q4654593,Wikipedia:Civility,Conduct,Policy
tg,Q4654593,Wikipedia:Civility,Conduct,Policy
th,Q4654593,Wikipedia:Civility,Conduct,Policy
tl,Q4654593,Wikipedia:Civility,Conduct,Policy
tr,Q4654593,Wikipedia:Civility,Conduct,Policy
tt,Q4654593,Wikipedia:Civility,Conduct,Policy
uk,Q4654593,Wikipedia:Civility,Conduct,Policy
ur,Q4654593,Wikipedia:Civility,Conduct,Policy
vi,Q4654593,Wikipedia:Civility,Conduct,Policy
yi,Q4654593,Wikipedia:Civility,Conduct,Policy
zh-yue,Q4654593,Wikipedia:Civility,Conduct,Policy
zh,Q4654593,Wikipedia:Civility,Conduct,Policy
af,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ar,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ary,Q4663914,Wikipedia:Reliable sources,Content,Guideline
arz,Q4663914,Wikipedia:Reliable sources,Content,Guideline
as,Q4663914,Wikipedia:Reliable sources,Content,Guideline
azb,Q4663914,Wikipedia:Reliable sources,Content,Guideline
az,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ba,Q4663914,Wikipedia:Reliable sources,Content,Guideline
be-tarask,Q4663914,Wikipedia:Reliable sources,Content,Guideline
be,Q4663914,Wikipedia:Reliable sources,Content,Guideline
bg,Q4663914,Wikipedia:Reliable sources,Content,Guideline
bn,Q4663914,Wikipedia:Reliable sources,Content,Guideline
bs,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ca,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ceb,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ckb,Q4663914,Wikipedia:Reliable sources,Content,Guideline
cs,Q4663914,Wikipedia:Reliable sources,Content,Guideline
cv,Q4663914,Wikipedia:Reliable sources,Content,Guideline
da,Q4663914,Wikipedia:Reliable sources,Content,Guideline
el,Q4663914,Wikipedia:Reliable sources,Content,Guideline
en,Q4663914,Wikipedia:Reliable sources,Content,Guideline
eo,Q4663914,Wikipedia:Reliable sources,Content,Guideline
es,Q4663914,Wikipedia:Reliable sources,Content,Guideline
fa,Q4663914,Wikipedia:Reliable sources,Content,Guideline
fr,Q4663914,Wikipedia:Reliable sources,Content,Guideline
gl,Q4663914,Wikipedia:Reliable sources,Content,Guideline
gu,Q4663914,Wikipedia:Reliable sources,Content,Guideline
hr,Q4663914,Wikipedia:Reliable sources,Content,Guideline
hu,Q4663914,Wikipedia:Reliable sources,Content,Guideline
hy,Q4663914,Wikipedia:Reliable sources,Content,Guideline
hyw,Q4663914,Wikipedia:Reliable sources,Content,Guideline
id,Q4663914,Wikipedia:Reliable sources,Content,Guideline
is,Q4663914,Wikipedia:Reliable sources,Content,Guideline
it,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ja,Q4663914,Wikipedia:Reliable sources,Content,Guideline
jv,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ka,Q4663914,Wikipedia:Reliable sources,Content,Guideline
kk,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ko,Q4663914,Wikipedia:Reliable sources,Content,Guideline
lt,Q4663914,Wikipedia:Reliable sources,Content,Guideline
min,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ml,Q4663914,Wikipedia:Reliable sources,Content,Guideline
mr,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ms,Q4663914,Wikipedia:Reliable sources,Content,Guideline
mzn,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ne,Q4663914,Wikipedia:Reliable sources,Content,Guideline
nl,Q4663914,Wikipedia:Reliable sources,Content,Guideline
no,Q4663914,Wikipedia:Reliable sources,Content,Guideline
or,Q4663914,Wikipedia:Reliable sources,Content,Guideline
pl,Q4663914,Wikipedia:Reliable sources,Content,Guideline
pt,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ro,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ru,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sah,Q4663914,Wikipedia:Reliable sources,Content,Guideline
scn,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sd,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sh,Q4663914,Wikipedia:Reliable sources,Content,Guideline
simple,Q4663914,Wikipedia:Reliable sources,Content,Guideline
si,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sk,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sq,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sr,Q4663914,Wikipedia:Reliable sources,Content,Guideline
sv,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ta,Q4663914,Wikipedia:Reliable sources,Content,Guideline
te,Q4663914,Wikipedia:Reliable sources,Content,Guideline
tg,Q4663914,Wikipedia:Reliable sources,Content,Guideline
th,Q4663914,Wikipedia:Reliable sources,Content,Guideline
tr,Q4663914,Wikipedia:Reliable sources,Content,Guideline
tt,Q4663914,Wikipedia:Reliable sources,Content,Guideline
uk,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ur,Q4663914,Wikipedia:Reliable sources,Content,Guideline
uz,Q4663914,Wikipedia:Reliable sources,Content,Guideline
vi,Q4663914,Wikipedia:Reliable sources,Content,Guideline
zh-min-nan,Q4663914,Wikipedia:Reliable sources,Content,Guideline
zh-yue,Q4663914,Wikipedia:Reliable sources,Content,Guideline
zh,Q4663914,Wikipedia:Reliable sources,Content,Guideline
ar,Q5148465,Project:Rollback,Behavioral,Guideline
arz,Q5148465,Project:Rollback,Behavioral,Guideline
azb,Q5148465,Project:Rollback,Behavioral,Guideline
az,Q5148465,Project:Rollback,Behavioral,Guideline
bn,Q5148465,Project:Rollback,Behavioral,Guideline
ca,Q5148465,Project:Rollback,Behavioral,Guideline
ce,Q5148465,Project:Rollback,Behavioral,Guideline
ckb,Q5148465,Project:Rollback,Behavioral,Guideline
da,Q5148465,Project:Rollback,Behavioral,Guideline
el,Q5148465,Project:Rollback,Behavioral,Guideline
en,Q5148465,Project:Rollback,Behavioral,Guideline
es,Q5148465,Project:Rollback,Behavioral,Guideline
fa,Q5148465,Project:Rollback,Behavioral,Guideline
fi,Q5148465,Project:Rollback,Behavioral,Guideline
fr,Q5148465,Project:Rollback,Behavioral,Guideline
ga,Q5148465,Project:Rollback,Behavioral,Guideline
gu,Q5148465,Project:Rollback,Behavioral,Guideline
hi,Q5148465,Project:Rollback,Behavioral,Guideline
hr,Q5148465,Project:Rollback,Behavioral,Guideline
id,Q5148465,Project:Rollback,Behavioral,Guideline
it,Q5148465,Project:Rollback,Behavioral,Guideline
ja,Q5148465,Project:Rollback,Behavioral,Guideline
kk,Q5148465,Project:Rollback,Behavioral,Guideline
ko,Q5148465,Project:Rollback,Behavioral,Guideline
ks,Q5148465,Project:Rollback,Behavioral,Guideline
lij,Q5148465,Project:Rollback,Behavioral,Guideline
lt,Q5148465,Project:Rollback,Behavioral,Guideline
ml,Q5148465,Project:Rollback,Behavioral,Guideline
mr,Q5148465,Project:Rollback,Behavioral,Guideline
ne,Q5148465,Project:Rollback,Behavioral,Guideline
nl,Q5148465,Project:Rollback,Behavioral,Guideline
pl,Q5148465,Project:Rollback,Behavioral,Guideline
pt,Q5148465,Project:Rollback,Behavioral,Guideline
rue,Q5148465,Project:Rollback,Behavioral,Guideline
ru,Q5148465,Project:Rollback,Behavioral,Guideline
sco,Q5148465,Project:Rollback,Behavioral,Guideline
sd,Q5148465,Project:Rollback,Behavioral,Guideline
simple,Q5148465,Project:Rollback,Behavioral,Guideline
si,Q5148465,Project:Rollback,Behavioral,Guideline
sk,Q5148465,Project:Rollback,Behavioral,Guideline
sr,Q5148465,Project:Rollback,Behavioral,Guideline
sv,Q5148465,Project:Rollback,Behavioral,Guideline
ta,Q5148465,Project:Rollback,Behavioral,Guideline
tg,Q5148465,Project:Rollback,Behavioral,Guideline
uk,Q5148465,Project:Rollback,Behavioral,Guideline
ur,Q5148465,Project:Rollback,Behavioral,Guideline
uz,Q5148465,Project:Rollback,Behavioral,Guideline
vi,Q5148465,Project:Rollback,Behavioral,Guideline
yo,Q5148465,Project:Rollback,Behavioral,Guideline
zh-yue,Q5148465,Project:Rollback,Behavioral,Guideline
zh,Q5148465,Project:Rollback,Behavioral,Guideline
af,Q4657739,Wikipedia:Non-free content,Content,Guideline
ar,Q4657739,Wikipedia:Non-free content,Content,Guideline
az,Q4657739,Wikipedia:Non-free content,Content,Guideline
ban,Q4657739,Wikipedia:Non-free content,Content,Guideline
bh,Q4657739,Wikipedia:Non-free content,Content,Guideline
bn,Q4657739,Wikipedia:Non-free content,Content,Guideline
bs,Q4657739,Wikipedia:Non-free content,Content,Guideline
ca,Q4657739,Wikipedia:Non-free content,Content,Guideline
ckb,Q4657739,Wikipedia:Non-free content,Content,Guideline
cs,Q4657739,Wikipedia:Non-free content,Content,Guideline
cy,Q4657739,Wikipedia:Non-free content,Content,Guideline
dty,Q4657739,Wikipedia:Non-free content,Content,Guideline
eml,Q4657739,Wikipedia:Non-free content,Content,Guideline
en,Q4657739,Wikipedia:Non-free content,Content,Guideline
eo,Q4657739,Wikipedia:Non-free content,Content,Guideline
fa,Q4657739,Wikipedia:Non-free content,Content,Guideline
ga,Q4657739,Wikipedia:Non-free content,Content,Guideline
glk,Q4657739,Wikipedia:Non-free content,Content,Guideline
gu,Q4657739,Wikipedia:Non-free content,Content,Guideline
he,Q4657739,Wikipedia:Non-free content,Content,Guideline
hr,Q4657739,Wikipedia:Non-free content,Content,Guideline
hu,Q4657739,Wikipedia:Non-free content,Content,Guideline
id,Q4657739,Wikipedia:Non-free content,Content,Guideline
ilo,Q4657739,Wikipedia:Non-free content,Content,Guideline
it,Q4657739,Wikipedia:Non-free content,Content,Guideline
ja,Q4657739,Wikipedia:Non-free content,Content,Guideline
ka,Q4657739,Wikipedia:Non-free content,Content,Guideline
kn,Q4657739,Wikipedia:Non-free content,Content,Guideline
ko,Q4657739,Wikipedia:Non-free content,Content,Guideline
ks,Q4657739,Wikipedia:Non-free content,Content,Guideline
lld,Q4657739,Wikipedia:Non-free content,Content,Guideline
lt,Q4657739,Wikipedia:Non-free content,Content,Guideline
lv,Q4657739,Wikipedia:Non-free content,Content,Guideline
min,Q4657739,Wikipedia:Non-free content,Content,Guideline
ml,Q4657739,Wikipedia:Non-free content,Content,Guideline
mr,Q4657739,Wikipedia:Non-free content,Content,Guideline
ms,Q4657739,Wikipedia:Non-free content,Content,Guideline
my,Q4657739,Wikipedia:Non-free content,Content,Guideline
mzn,Q4657739,Wikipedia:Non-free content,Content,Guideline
pa,Q4657739,Wikipedia:Non-free content,Content,Guideline
pt,Q4657739,Wikipedia:Non-free content,Content,Guideline
sc,Q4657739,Wikipedia:Non-free content,Content,Guideline
sd,Q4657739,Wikipedia:Non-free content,Content,Guideline
sh,Q4657739,Wikipedia:Non-free content,Content,Guideline
si,Q4657739,Wikipedia:Non-free content,Content,Guideline
sq,Q4657739,Wikipedia:Non-free content,Content,Guideline
sr,Q4657739,Wikipedia:Non-free content,Content,Guideline
ta,Q4657739,Wikipedia:Non-free content,Content,Guideline
tcy,Q4657739,Wikipedia:Non-free content,Content,Guideline
th,Q4657739,Wikipedia:Non-free content,Content,Guideline
tr,Q4657739,Wikipedia:Non-free content,Content,Guideline
uk,Q4657739,Wikipedia:Non-free content,Content,Guideline
ur,Q4657739,Wikipedia:Non-free content,Content,Guideline
uz,Q4657739,Wikipedia:Non-free content,Content,Guideline
vi,Q4657739,Wikipedia:Non-free content,Content,Guideline
zh-yue,Q4657739,Wikipedia:Non-free content,Content,Guideline
zh,Q4657739,Wikipedia:Non-free content,Content,Guideline
ar,Q4657623,Project:External links,Content,Guideline
arz,Q4657623,Project:External links,Content,Guideline
ba,Q4657623,Project:External links,Content,Guideline
bg,Q4657623,Project:External links,Content,Guideline
bn,Q4657623,Project:External links,Content,Guideline
ca,Q4657623,Project:External links,Content,Guideline
ckb,Q4657623,Project:External links,Content,Guideline
cs,Q4657623,Project:External links,Content,Guideline
da,Q4657623,Project:External links,Content,Guideline
de,Q4657623,Project:External links,Content,Guideline
el,Q4657623,Project:External links,Content,Guideline
en,Q4657623,Project:External links,Content,Guideline
eo,Q4657623,Project:External links,Content,Guideline
es,Q4657623,Project:External links,Content,Guideline
fa,Q4657623,Project:External links,Content,Guideline
fi,Q4657623,Project:External links,Content,Guideline
fr,Q4657623,Project:External links,Content,Guideline
fy,Q4657623,Project:External links,Content,Guideline
gl,Q4657623,Project:External links,Content,Guideline
gu,Q4657623,Project:External links,Content,Guideline
he,Q4657623,Project:External links,Content,Guideline
hi,Q4657623,Project:External links,Content,Guideline
hr,Q4657623,Project:External links,Content,Guideline
hy,Q4657623,Project:External links,Content,Guideline
id,Q4657623,Project:External links,Content,Guideline
it,Q4657623,Project:External links,Content,Guideline
ja,Q4657623,Project:External links,Content,Guideline
kk,Q4657623,Project:External links,Content,Guideline
ko,Q4657623,Project:External links,Content,Guideline
lt,Q4657623,Project:External links,Content,Guideline
min,Q4657623,Project:External links,Content,Guideline
mk,Q4657623,Project:External links,Content,Guideline
ms,Q4657623,Project:External links,Content,Guideline
ne,Q4657623,Project:External links,Content,Guideline
nl,Q4657623,Project:External links,Content,Guideline
no,Q4657623,Project:External links,Content,Guideline
oc,Q4657623,Project:External links,Content,Guideline
pl,Q4657623,Project:External links,Content,Guideline
pt,Q4657623,Project:External links,Content,Guideline
ro,Q4657623,Project:External links,Content,Guideline
ru,Q4657623,Project:External links,Content,Guideline
sh,Q4657623,Project:External links,Content,Guideline
simple,Q4657623,Project:External links,Content,Guideline
si,Q4657623,Project:External links,Content,Guideline
sk,Q4657623,Project:External links,Content,Guideline
sl,Q4657623,Project:External links,Content,Guideline
sq,Q4657623,Project:External links,Content,Guideline
sr,Q4657623,Project:External links,Content,Guideline
sv,Q4657623,Project:External links,Content,Guideline
ta,Q4657623,Project:External links,Content,Guideline
te,Q4657623,Project:External links,Content,Guideline
tg,Q4657623,Project:External links,Content,Guideline
th,Q4657623,Project:External links,Content,Guideline
tr,Q4657623,Project:External links,Content,Guideline
uk,Q4657623,Project:External links,Content,Guideline
vi,Q4657623,Project:External links,Content,Guideline
yi,Q4657623,Project:External links,Content,Guideline
zh,Q4657623,Project:External links,Content,Guideline
af,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ar,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
arz,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
as,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
azb,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ba,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
be-tarask,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
be,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
bg,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
bh,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
bn,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
bs,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ca,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ckb,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
cs,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
da,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
de,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
el,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
en,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
eo,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
es,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
fa,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
fi,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
fr,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
gl,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
gu,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
hi,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
hr,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
hu,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
hy,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
id,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ilo,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
is,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
it,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ja,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ka,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
kn,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ko,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
lt,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
mk,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ml,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ms,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
my,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ne,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
nl,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
no,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
or,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
pt,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ro,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
