lang,QID,policy_name_en,category,policy_type
ru,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
sd,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
shn,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
sh,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
simple,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
si,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
sl,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
sr,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
sv,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ta,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
te,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
tg,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
th,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
tr,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
tt,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
uk,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
ur,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
uz,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
vi,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
yi,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
zh-yue,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
zh,Q4663389,policy on material about living persons on a Wikimedia content project,Content,Policy
af,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
am,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ar,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
arz,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
as,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
azb,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
az,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
be-tarask,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
be,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
bg,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
bn,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
br,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
bs,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ca,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ckb,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
cs,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
de,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
el,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
en,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
fa,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
fr,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
he,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
hr,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
hu,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
id,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
is,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
it,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ja,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ka,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ko,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
lt,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
min,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
mk,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ml,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ms,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
nl,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
or,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
pl,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ps,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
pt,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ro,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ru,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
sah,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
scn,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
simple,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
si,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
sk,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
sq,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
sr,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
sv,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
te,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
th,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
tr,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
tt,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
uk,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
ur,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
uz,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
vi,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
zh-yue,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
zh,Q4654667,Wikipedia:Dispute resolution,Conduct,Policy
af,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
als,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
an,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ar,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
av,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
azb,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
az,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ba,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
be-tarask,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
be,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
bh,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
bn,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
bs,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ca,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ce,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
cy,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
dty,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
el,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
en,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
et,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
fa,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
fr,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
glk,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
hu,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
id,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
inh,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ja,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
kk,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
kn,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ko,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ks,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ky,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
lad,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
lb,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
mr,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ms,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
my,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
mzn,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
pt,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ro,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ru,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
sah,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
shn,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
si,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
sr,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ta,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
te,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
tg,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
th,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
tl,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
tr,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
tt,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
udm,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
uk,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
uz,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
vi,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
yi,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
zh-yue,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
zh,Q4391089,Wikipedia:Non-free content criteria,Legal,Policy
ar,Q4063423,Wikimedia VRTS,Procedural,Policy
az,Q4063423,Wikimedia VRTS,Procedural,Policy
ba,Q4063423,Wikimedia VRTS,Procedural,Policy
bn,Q4063423,Wikimedia VRTS,Procedural,Policy
cs,Q4063423,Wikimedia VRTS,Procedural,Policy
da,Q4063423,Wikimedia VRTS,Procedural,Policy
de,Q4063423,Wikimedia VRTS,Procedural,Policy
el,Q4063423,Wikimedia VRTS,Procedural,Policy
en,Q4063423,Wikimedia VRTS,Procedural,Policy
eo,Q4063423,Wikimedia VRTS,Procedural,Policy
es,Q4063423,Wikimedia VRTS,Procedural,Policy
fa,Q4063423,Wikimedia VRTS,Procedural,Policy
fi,Q4063423,Wikimedia VRTS,Procedural,Policy
fr,Q4063423,Wikimedia VRTS,Procedural,Policy
gl,Q4063423,Wikimedia VRTS,Procedural,Policy
he,Q4063423,Wikimedia VRTS,Procedural,Policy
hr,Q4063423,Wikimedia VRTS,Procedural,Policy
hu,Q4063423,Wikimedia VRTS,Procedural,Policy
id,Q4063423,Wikimedia VRTS,Procedural,Policy
it,Q4063423,Wikimedia VRTS,Procedural,Policy
ja,Q4063423,Wikimedia VRTS,Procedural,Policy
ka,Q4063423,Wikimedia VRTS,Procedural,Policy
ko,Q4063423,Wikimedia VRTS,Procedural,Policy
mk,Q4063423,Wikimedia VRTS,Procedural,Policy
ml,Q4063423,Wikimedia VRTS,Procedural,Policy
nl,Q4063423,Wikimedia VRTS,Procedural,Policy
nn,Q4063423,Wikimedia VRTS,Procedural,Policy
no,Q4063423,Wikimedia VRTS,Procedural,Policy
pl,Q4063423,Wikimedia VRTS,Procedural,Policy
pt,Q4063423,Wikimedia VRTS,Procedural,Policy
ro,Q4063423,Wikimedia VRTS,Procedural,Policy
ru,Q4063423,Wikimedia VRTS,Procedural,Policy
sh,Q4063423,Wikimedia VRTS,Procedural,Policy
simple,Q4063423,Wikimedia VRTS,Procedural,Policy
sk,Q4063423,Wikimedia VRTS,Procedural,Policy
sr,Q4063423,Wikimedia VRTS,Procedural,Policy
te,Q4063423,Wikimedia VRTS,Procedural,Policy
th,Q4063423,Wikimedia VRTS,Procedural,Policy
tr,Q4063423,Wikimedia VRTS,Procedural,Policy
uk,Q4063423,Wikimedia VRTS,Procedural,Policy
vi,Q4063423,Wikimedia VRTS,Procedural,Policy
zh,Q4063423,Wikimedia VRTS,Procedural,Policy
als,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ar,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
arz,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
as,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
azb,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
be-tarask,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
be,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
bg,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
bn,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ckb,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
cs,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
da,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
de,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
el,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
en,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
eo,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
es,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
fa,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
fi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
fr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
gl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
he,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
hi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
hr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
hu,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
id,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
it,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ja,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ko,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
lt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
mk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ms,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
nl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
no,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
pl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
pt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ro,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ru,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
simple,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sv,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
tr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
tt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
uk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
vi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
zh,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ar,Q4654415,Wikipedia:No legal threats,Legal,Policy
arz,Q4654415,Wikipedia:No legal threats,Legal,Policy
azb,Q4654415,Wikipedia:No legal threats,Legal,Policy
az,Q4654415,Wikipedia:No legal threats,Legal,Policy
bg,Q4654415,Wikipedia:No legal threats,Legal,Policy
bn,Q4654415,Wikipedia:No legal threats,Legal,Policy
chr,Q4654415,Wikipedia:No legal threats,Legal,Policy
ckb,Q4654415,Wikipedia:No legal threats,Legal,Policy
cs,Q4654415,Wikipedia:No legal threats,Legal,Policy
da,Q4654415,Wikipedia:No legal threats,Legal,Policy
de,Q4654415,Wikipedia:No legal threats,Legal,Policy
el,Q4654415,Wikipedia:No legal threats,Legal,Policy
en,Q4654415,Wikipedia:No legal threats,Legal,Policy
es,Q4654415,Wikipedia:No legal threats,Legal,Policy
fa,Q4654415,Wikipedia:No legal threats,Legal,Policy
fr,Q4654415,Wikipedia:No legal threats,Legal,Policy
gl,Q4654415,Wikipedia:No legal threats,Legal,Policy
he,Q4654415,Wikipedia:No legal threats,Legal,Policy
hr,Q4654415,Wikipedia:No legal threats,Legal,Policy
hu,Q4654415,Wikipedia:No legal threats,Legal,Policy
id,Q4654415,Wikipedia:No legal threats,Legal,Policy
is,Q4654415,Wikipedia:No legal threats,Legal,Policy
it,Q4654415,Wikipedia:No legal threats,Legal,Policy
ja,Q4654415,Wikipedia:No legal threats,Legal,Policy
ko,Q4654415,Wikipedia:No legal threats,Legal,Policy
lt,Q4654415,Wikipedia:No legal threats,Legal,Policy
mk,Q4654415,Wikipedia:No legal threats,Legal,Policy
ml,Q4654415,Wikipedia:No legal threats,Legal,Policy
my,Q4654415,Wikipedia:No legal threats,Legal,Policy
nl,Q4654415,Wikipedia:No legal threats,Legal,Policy
no,Q4654415,Wikipedia:No legal threats,Legal,Policy
pt,Q4654415,Wikipedia:No legal threats,Legal,Policy
ru,Q4654415,Wikipedia:No legal threats,Legal,Policy
simple,Q4654415,Wikipedia:No legal threats,Legal,Policy
si,Q4654415,Wikipedia:No legal threats,Legal,Policy
sk,Q4654415,Wikipedia:No legal threats,Legal,Policy
sl,Q4654415,Wikipedia:No legal threats,Legal,Policy
sr,Q4654415,Wikipedia:No legal threats,Legal,Policy
sv,Q4654415,Wikipedia:No legal threats,Legal,Policy
ta,Q4654415,Wikipedia:No legal threats,Legal,Policy
te,Q4654415,Wikipedia:No legal threats,Legal,Policy
th,Q4654415,Wikipedia:No legal threats,Legal,Policy
